time	d
1.2738545412191982E+002	1.3424335999999999E+000
1.2742656936939196E+002	1.3425180000000001E+000
1.2746767827208377E+002	1.3422153999999999E+000
1.2750878209500696E+002	1.3415402000000001E+000
1.2754988210933791E+002	1.3405066000000001E+000
1.2759097958769799E+002	1.3391265999999999E+000
1.2763207580026531E+002	1.3374108000000000E+000
1.2767317201172635E+002	1.3353691999999999E+000
1.2771426947870837E+002	1.3330114000000000E+000
1.2775536944846350E+002	1.3303474000000000E+000
1.2779647315820966E+002	1.3273893999999999E+000
1.2783758183484817E+002	1.3241541999999999E+000
1.2787869669500661E+002	1.3206648000000001E+000
1.2791981894511889E+002	1.3169504000000001E+000
1.2796094978135883E+002	1.3130480000000000E+000
1.2800209038885905E+002	1.3089991999999999E+000
1.2804324194043005E+002	1.3048506000000000E+000
1.2808440559494346E+002	1.3006518000000000E+000
1.2812558249447386E+002	1.2964541999999999E+000
1.2816677376072130E+002	1.2923085999999999E+000
1.2820798049133833E+002	1.2882632000000001E+000
1.2824920375610043E+002	1.2843667999999999E+000
1.2829044459307687E+002	1.2806652000000001E+000
1.2833170400478508E+002	1.2772002000000000E+000
1.2837298295492786E+002	1.2740081999999999E+000
1.2841428236572011E+002	1.2711204000000000E+000
1.2845560311500444E+002	1.2685630000000001E+000
1.2849694603369565E+002	1.2663574000000000E+000
1.2853831190405745E+002	1.2645226000000001E+000
1.2857970145784657E+002	1.2630745999999999E+000
1.2862111537470065E+002	1.2620267999999999E+000
1.2866255428076059E+002	1.2613908000000000E+000
1.2870401874685564E+002	1.2611782000000000E+000
1.2874550928597893E+002	1.2613993999999999E+000
1.2878702635117025E+002	1.2620642000000000E+000
1.2882857005191966E+002	1.2631774000000000E+000
1.2887014039540810E+002	1.2647366000000000E+000
1.2891173361924547E+002	1.2667310000000001E+000
1.2895331007784597E+002	1.2691403999999999E+000
1.2899485976229249E+002	1.2719354000000000E+000
1.2903638291919071E+002	1.2750812000000000E+000
1.2907787985962031E+002	1.2785363999999999E+000
1.2911935095870507E+002	1.2822548000000000E+000
1.2916079665498322E+002	1.2861898000000000E+000
1.2920221744976519E+002	1.2902936000000000E+000
1.2924361390643020E+002	1.2945192000000001E+000
1.2928498664952676E+002	1.2988227999999999E+000
1.2932633636303666E+002	1.3031588000000001E+000
1.2936766378768928E+002	1.3074800000000000E+000
1.2940896971771286E+002	1.3117390000000000E+000
1.2945025499694881E+002	1.3158890000000001E+000
1.2949152051514221E+002	1.3198818000000001E+000
1.2953276720480906E+002	1.3236692000000001E+000
1.2957399603850934E+002	1.3272044000000001E+000
1.2961520802625731E+002	1.3304446000000001E+000
1.2965640421340672E+002	1.3333512000000001E+000
1.2969758567904617E+002	1.3358916000000001E+000
1.2973875353454801E+002	1.3380420000000000E+000
1.2977990892197582E+002	1.3397858000000000E+000
1.2982105301202085E+002	1.3411131999999999E+000
1.2986218700133588E+002	1.3420228000000001E+000
1.2990331210955515E+002	1.3425210000000001E+000
1.2994442957555955E+002	1.3426186000000000E+000
1.2998554065316830E+002	1.3423286000000001E+000
1.3002664660719148E+002	1.3416653999999999E+000
1.3006774870880636E+002	1.3406431999999999E+000
1.3010884823067695E+002	1.3392740000000001E+000
1.3014994644310443E+002	1.3375687999999999E+000
1.3019104461097072E+002	1.3355374000000000E+000
1.3023214399116804E+002	1.3331892000000001E+000
1.3027324583121197E+002	1.3305343999999999E+000
1.3031435136855856E+002	1.3275850000000000E+000
1.3035546183030272E+002	1.3243575999999999E+000
1.3039657843322883E+002	1.3208743999999999E+000
1.3043770238389331E+002	1.3171652000000000E+000
1.3047883487856618E+002	1.3132660000000000E+000
1.3051997710247917E+002	1.3092185999999999E+000
1.3056113022855189E+002	1.3050694000000000E+000
1.3060229541579977E+002	1.3008678000000000E+000
1.3064347380652413E+002	1.2966654000000000E+000
1.3068466652273872E+002	1.2925130000000000E+000
1.3072587466248612E+002	1.2884591999999999E+000
1.3076709929601523E+002	1.2845522000000000E+000
1.3080834146195892E+002	1.2808382000000000E+000
1.3084960216348517E+002	1.2773592000000000E+000
1.3089088236500027E+002	1.2741518000000001E+000
1.3093218298948963E+002	1.2712470000000000E+000
1.3097350491565282E+002	1.2686716000000000E+000
1.3101484897532669E+002	1.2664472000000000E+000
1.3105621595175691E+002	1.2645923999999999E+000
1.3109760657774018E+002	1.2631239999999999E+000
1.3113902153401446E+002	1.2620549999999999E+000
1.3118046144788170E+002	1.2613972000000000E+000
1.3122192689143611E+002	1.2611619999999999E+000
1.3126341837905147E+002	1.2613604000000000E+000
1.3130493636525384E+002	1.2620016000000001E+000
1.3134648110332282E+002	1.2630912000000001E+000
1.3138805249075517E+002	1.2646268000000001E+000
1.3142964603612623E+002	1.2665979999999999E+000
1.3147122176020224E+002	1.2689851999999999E+000
1.3151277069714553E+002	1.2717596000000000E+000
1.3155429309120331E+002	1.2748862000000001E+000
1.3159578925108946E+002	1.2783244000000000E+000
1.3163725954951036E+002	1.2820282000000001E+000
1.3167870442254767E+002	1.2859506000000001E+000
1.3172012436903759E+002	1.2900442000000001E+000
1.3176151994983584E+002	1.2942616000000000E+000
1.3180289178695571E+002	1.2985591999999999E+000
1.3184424056187186E+002	1.3028911999999999E+000
1.3188556701289477E+002	1.3072105999999999E+000
1.3192687193196542E+002	1.3114698000000000E+000
1.3196815616080193E+002	1.3156222000000000E+000
1.3200942058717791E+002	1.3196197999999999E+000
1.3205066614177593E+002	1.3234144000000001E+000
1.3209189379541968E+002	1.3269590000000000E+000
1.3213310455649847E+002	1.3302107999999999E+000
1.3217429946880924E+002	1.3331310000000001E+000
1.3221547960992180E+002	1.3356870000000001E+000
1.3225664608972772E+002	1.3378544000000001E+000
1.3229780004886683E+002	1.3396162000000000E+000
1.3233894265669781E+002	1.3409624000000000E+000
1.3238007510863793E+002	1.3418909999999999E+000
1.3242119862320357E+002	1.3424081999999999E+000
1.3246231443831206E+002	1.3425244000000001E+000
1.3250342380698658E+002	1.3422524000000000E+000
1.3254452799351691E+002	1.3416068000000001E+000
1.3258562826877008E+002	1.3406016000000001E+000
1.3262672590540444E+002	1.3392492000000000E+000
1.3266782217391869E+002	1.3375602000000000E+000
1.3270891833954551E+002	1.3355444000000001E+000
1.3275001565962944E+002	1.3332117999999999E+000
1.3279111538220732E+002	1.3305720000000001E+000
1.3283221874532467E+002	1.3276372000000001E+000
1.3287332697671627E+002	1.3244237999999999E+000
1.3291444129383706E+002	1.3209536000000000E+000
1.3295556290394421E+002	1.3172562000000001E+000
1.3299669300405773E+002	1.3133674000000000E+000
1.3303783278025082E+002	1.3093288000000001E+000
1.3307898340637840E+002	1.3051866000000001E+000
1.3312014604252948E+002	1.3009898000000000E+000
1.3316132183226540E+002	1.2967902000000000E+000
1.3320251189906705E+002	1.2926386000000001E+000
1.3324371734266816E+002	1.2885834000000000E+000
1.3328493923523837E+002	1.2846732000000001E+000
1.3332617861754645E+002	1.2809542000000000E+000
1.3336743649511411E+002	1.2774686000000000E+000
1.3340871383487450E+002	1.2742534000000001E+000
1.3345001156249390E+002	1.2713399999999999E+000
1.3349133055950159E+002	1.2687552000000000E+000
1.3353267166066399E+002	1.2665204000000001E+000
1.3357403565223831E+002	1.2646550000000001E+000
1.3361542327011779E+002	1.2631753999999999E+000
1.3365683519819868E+002	1.2620948000000001E+000
1.3369827206698827E+002	1.2614251999999999E+000
1.3373973445187116E+002	1.2611778000000000E+000
1.3378122287058861E+002	1.2613638000000000E+000
1.3382273778109746E+002	1.2619924000000000E+000
1.3386427934305709E+002	1.2630695999999999E+000
1.3390584752728361E+002	1.2645930000000001E+000
1.3394744007920104E+002	1.2665530000000000E+000
1.3398901870436731E+002	1.2689298000000000E+000
1.3403057053824506E+002	1.2716950000000000E+000
1.3407209582219613E+002	1.2748138000000000E+000
1.3411359486211666E+002	1.2782456000000000E+000
1.3415506802798745E+002	1.2819446000000001E+000
1.3419651575325520E+002	1.2858638000000000E+000
1.3423793853419315E+002	1.2899558000000000E+000
1.3427933692920124E+002	1.2941731999999999E+000
1.3432071155794603E+002	1.2984722000000000E+000
1.3436206309970439E+002	1.3028071999999999E+000
1.3440339229074306E+002	1.3071314000000001E+000
1.3444469992111308E+002	1.3113972000000000E+000
1.3448598683079953E+002	1.3155578000000001E+000
1.3452725390596893E+002	1.3195650000000001E+000
1.3456850207579353E+002	1.3233708000000000E+000
1.3460973230969941E+002	1.3269280000000001E+000
1.3465094561477309E+002	1.3301934000000000E+000
1.3469214303357876E+002	1.3331282000000000E+000
1.3473332564254198E+002	1.3356994000000000E+000
1.3477449455048907E+002	1.3378820000000000E+000
1.3481565089707757E+002	1.3396589999999999E+000
1.3485679585078762E+002	1.3410202000000000E+000
1.3489793060628585E+002	1.3419634000000000E+000
1.3493905638148436E+002	1.3424946000000000E+000
1.3498017441387287E+002	1.3426240000000000E+000
1.3502128595622241E+002	1.3423646000000000E+000
1.3506239227261585E+002	1.3417311999999999E+000
1.3510349463391279E+002	1.3407374000000001E+000
1.3514459431281702E+002	1.3393960000000000E+000
1.3518569257994906E+002	1.3377176000000000E+000
1.3522679070073545E+002	1.3357121999999999E+000
1.3526788993278834E+002	1.3333893999999999E+000
1.3530899152441600E+002	1.3307587999999999E+000
1.3535009671390904E+002	1.3278326000000000E+000
1.3539120672920782E+002	1.3246270000000000E+000
